month,day,year,home_team,away_team,home_score,away_score
2,1,2023,Minnesota Timberwolves,Golden State Warriors,119,114
2,1,2023,Houston Rockets,Oklahoma City Thunder,112,106
2,1,2023,Philadelphia 76ers,Orlando Magic,105,94
2,1,2023,Memphis Grizzlies,Portland Trailblazers,112,122
2,1,2023,San Antonio Spurs,Sacramento Kings,109,119
2,1,2023,Utah Jazz,Toronto Raptors,131,128
2,2,2023,Chicago Bulls,Charlotte Hornets,114,98
2,2,2023,Denver Nuggets,Golden State Warriors,134,117
2,2,2023,Milwaukee Bucks,Los Angeles Clippers,106,105
2,2,2023,Indiana Pacers,Los Angeles Lakers,111,112
2,2,2023,Cleveland Cavaliers,Memphis Grizzlies,128,113
2,2,2023,New York Knicks,Miami Heat,106,104
2,2,2023,Dallas Mavericks,New Orleans Pelicans,111,106
2,3,2023,Utah Jazz,Atlanta Hawks,108,115
2,3,2023,Detroit Pistons,Charlotte Hornets,118,112
2,3,2023,Minnesota Timberwolves,Orlando Magic,120,127
2,3,2023,San Antonio Spurs,Philadelphia 76ers,125,137
2,3,2023,Boston Celtics,Phoenix Suns,94,106
2,3,2023,Washington Wizards,Portland Trailblazers,116,124
2,3,2023,Indiana Pacers,Sacramento Kings,107,104
2,3,2023,Houston Rockets,Toronto Raptors,111,117
2,4,2023,Denver Nuggets,Atlanta Hawks,128,108
2,4,2023,Golden State Warriors,Dallas Mavericks,119,113
2,4,2023,Oklahoma City Thunder,Houston Rockets,153,121
2,4,2023,New York Knicks,Los Angeles Clippers,128,134
2,4,2023,New Orleans Pelicans,Los Angeles Lakers,131,126
2,4,2023,Milwaukee Bucks,Miami Heat,123,115
2,4,2023,Detroit Pistons,Phoenix Suns,100,116
2,4,2023,Chicago Bulls,Portland Trailblazers,129,121
2,4,2023,Brooklyn Nets,Washington Wizards,125,123
2,5,2023,Indiana Pacers,Cleveland Cavaliers,103,122
2,5,2023,Minnesota Timberwolves,Denver Nuggets,128,98
2,5,2023,Charlotte Hornets,Orlando Magic,113,119
2,5,2023,New York Knicks,Philadelphia 76ers,108,97
2,5,2023,New Orleans Pelicans,Sacramento Kings,136,104
2,5,2023,Memphis Grizzlies,Toronto Raptors,103,106
2,6,2023,Detroit Pistons,Boston Celtics,99,111
2,6,2023,Washington Wizards,Cleveland Cavaliers,91,114
2,6,2023,Utah Jazz,Dallas Mavericks,111,124
2,6,2023,Brooklyn Nets,Los Angeles Clippers,116,124
2,6,2023,Portland Trailblazers,Milwaukee Bucks,108,127
2,6,2023,Golden State Warriors,Oklahoma City Thunder,141,114
2,6,2023,Chicago Bulls,San Antonio Spurs,128,104
2,6,2023,Houston Rockets,Sacramento Kings,120,140
2,7,2023,New Orleans Pelicans,Atlanta Hawks,116,107
2,7,2023,Memphis Grizzlies,Chicago Bulls,104,89
2,7,2023,Denver Nuggets,Minnesota Timberwolves,146,112
2,7,2023,Orlando Magic,New York Knicks,98,102
2,7,2023,Los Angeles Lakers,Oklahoma City Thunder,130,133
2,7,2023,Brooklyn Nets,Phoenix Suns,112,116
2,8,2023,Washington Wizards,Charlotte Hornets,118,104
2,8,2023,Los Angeles Clippers,Dallas Mavericks,104,110
2,8,2023,Cleveland Cavaliers,Detroit Pistons,113,85
2,8,2023,Portland Trailblazers,Golden State Warriors,125,122
2,8,2023,Miami Heat,Indiana Pacers,116,111
2,8,2023,Utah Jazz,Minnesota Timberwolves,118,143
2,8,2023,Boston Celtics,Philadelphia 76ers,106,99
2,8,2023,Toronto Raptors,San Antonio Spurs,112,98
2,8,2023,Houston Rockets,Sacramento Kings,128,130
2,9,2023,Brooklyn Nets,Chicago Bulls,116,105
2,9,2023,Orlando Magic,Denver Nuggets,115,104
2,9,2023,Los Angeles Lakers,Milwaukee Bucks,106,115
2,9,2023,Atlanta Hawks,Phoenix Suns,116,107
2,10,2023,Boston Celtics,Charlotte Hornets,127,116
2,10,2023,New Orleans Pelicans,Cleveland Cavaliers,107,118
2,10,2023,Sacramento Kings,Dallas Mavericks,114,122
2,10,2023,Miami Heat,Houston Rockets,97,95
2,10,2023,Los Angeles Clippers,Milwaukee Bucks,106,119
2,10,2023,Memphis Grizzlies,Minnesota Timberwolves,128,107
2,10,2023,Philadelphia 76ers,New York Knicks,119,108
2,10,2023,Portland Trailblazers,Oklahoma City Thunder,129,138
2,10,2023,Indiana Pacers,Phoenix Suns,104,117
2,10,2023,Detroit Pistons,San Antonio Spurs,138,131
2,10,2023,Toronto Raptors,Utah Jazz,116,122
2,11,2023,Cleveland Cavaliers,Chicago Bulls,97,89
2,11,2023,Sacramento Kings,Dallas Mavericks,133,128
2,11,2023,Charlotte Hornets,Denver Nuggets,105,119
2,11,2023,Washington Wizards,Indiana Pacers,127,113
2,11,2023,Golden State Warriors,Los Angeles Lakers,103,109
2,11,2023,Orlando Magic,Miami Heat,103,107
2,11,2023,Brooklyn Nets,Philadelphia 76ers,98,101
2,11,2023,Atlanta Hawks,San Antonio Spurs,125,106
2,11,2023,New York Knicks,Utah Jazz,126,120
2,12,2023,Toronto Raptors,Detroit Pistons,119,118
2,12,2023,Boston Celtics,Memphis Grizzlies,119,109
2,13,2023,Charlotte Hornets,Atlanta Hawks,144,138
2,13,2023,New York Knicks,Brooklyn Nets,124,106
2,13,2023,Miami Heat,Denver Nuggets,108,112
2,13,2023,Philadelphia 76ers,Houston Rockets,123,104
2,13,2023,Portland Trailblazers,Los Angeles Lakers,127,115
2,13,2023,Dallas Mavericks,Minnesota Timberwolves,121,124
2,13,2023,Oklahoma City Thunder,New Orleans Pelicans,100,103
2,13,2023,Chicago Bulls,Orlando Magic,91,100
2,13,2023,Cleveland Cavaliers,San Antonio Spurs,117,109
2,13,2023,Indiana Pacers,Utah Jazz,117,123
2,13,2023,Golden State Warriors,Washington Wizards,135,126
2,14,2023,Milwaukee Bucks,Boston Celtics,131,125
2,14,2023,Los Angeles Clippers,Golden State Warriors,134,124
2,14,2023,Toronto Raptors,Orlando Magic,123,113
2,14,2023,Phoenix Suns,Sacramento Kings,120,109
2,14,2023,Portland Trailblazers,Washington Wizards,101,126
2,15,2023,Indiana Pacers,Chicago Bulls,117,113
2,15,2023,Philadelphia 76ers,Cleveland Cavaliers,118,112
2,15,2023,Denver Nuggets,Dallas Mavericks,118,109
2,15,2023,Boston Celtics,Detroit Pistons,127,109
2,15,2023,Oklahoma City Thunder,Houston Rockets,133,96
2,15,2023,Brooklyn Nets,Miami Heat,116,105
2,15,2023,Los Angeles Lakers,New Orleans Pelicans,120,102
2,15,2023,Atlanta Hawks,New York Knicks,101,122
2,15,2023,Charlotte Hornets,San Antonio Spurs,120,110
2,15,2023,Memphis Grizzlies,Utah Jazz,117,111
2,16,2023,Phoenix Suns,Los Angeles Clippers,107,116
2,16,2023,Chicago Bulls,Milwaukee Bucks,100,112
2,16,2023,Minnesota Timberwolves,Washington Wizards,106,114
2,23,2023,Indiana Pacers,Boston Celtics,138,142
2,23,2023,Cleveland Cavaliers,Denver Nuggets,109,115
2,23,2023,Orlando Magic,Detroit Pistons,108,106
2,23,2023,Los Angeles Lakers,Golden State Warriors,124,111
2,23,2023,Philadelphia 76ers,Memphis Grizzlies,110,105
2,23,2023,Toronto Raptors,New Orleans Pelicans,115,110
2,23,2023,Utah Jazz,Oklahoma City Thunder,120,119
2,23,2023,Sacramento Kings,Portland Trailblazers,133,116
2,23,2023,Dallas Mavericks,San Antonio Spurs,142,116
2,24,2023,Chicago Bulls,Brooklyn Nets,131,87
2,24,2023,Minnesota Timberwolves,Charlotte Hornets,113,121
2,24,2023,Atlanta Hawks,Cleveland Cavaliers,136,119
2,24,2023,Golden State Warriors,Houston Rockets,116,101
2,24,2023,Milwaukee Bucks,Miami Heat,128,99
2,24,2023,Washington Wizards,New York Knicks,109,115
2,24,2023,Phoenix Suns,Oklahoma City Thunder,124,115
2,24,2023,Los Angeles Clippers,Sacramento Kings,175,176
2,25,2023,Philadelphia 76ers,Boston Celtics,107,110
2,25,2023,Memphis Grizzlies,Denver Nuggets,112,94
2,25,2023,Orlando Magic,Indiana Pacers,108,121
2,25,2023,Charlotte Hornets,Miami Heat,108,103
2,25,2023,New York Knicks,New Orleans Pelicans,128,106
2,25,2023,Utah Jazz,San Antonio Spurs,118,102
2,25,2023,Detroit Pistons,Toronto Raptors,91,95
2,26,2023,Atlanta Hawks,Brooklyn Nets,129,127
2,26,2023,Portland Trailblazers,Houston Rockets,131,114
2,26,2023,Denver Nuggets,Los Angeles Clippers,134,124
2,26,2023,Dallas Mavericks,Los Angeles Lakers,108,111
2,26,2023,Golden State Warriors,Minnesota Timberwolves,109,104
2,26,2023,Milwaukee Bucks,Phoenix Suns,104,101
2,26,2023,Oklahoma City Thunder,Sacramento Kings,115,124
2,26,2023,Cleveland Cavaliers,Toronto Raptors,118,93
2,26,2023,Chicago Bulls,Washington Wizards,102,82
2,27,2023,New York Knicks,Boston Celtics,109,94
2,27,2023,Charlotte Hornets,Detroit Pistons,117,106
2,27,2023,Philadelphia 76ers,Miami Heat,99,101
2,27,2023,New Orleans Pelicans,Orlando Magic,93,101
2,28,2023,Toronto Raptors,Chicago Bulls,104,98
2,28,2023,Houston Rockets,Denver Nuggets,112,133
2,28,2023,Dallas Mavericks,Indiana Pacers,122,124
2,28,2023,Memphis Grizzlies,Los Angeles Lakers,121,109
2,28,2023,Brooklyn Nets,Milwaukee Bucks,104,118
2,28,2023,Los Angeles Clippers,Minnesota Timberwolves,101,108
2,28,2023,Golden State Warriors,Portland Trailblazers,123,105
2,28,2023,Utah Jazz,San Antonio Spurs,94,102
2,28,2023,Oklahoma City Thunder,Sacramento Kings,117,123
2,28,2023,Atlanta Hawks,Washington Wizards,116,119
3,1,2023,New York Knicks,Brooklyn Nets,142,118
3,1,2023,Detroit Pistons,Chicago Bulls,115,117
3,1,2023,Boston Celtics,Cleveland Cavaliers,117,113
3,1,2023,Oklahoma City Thunder,Los Angeles Lakers,117,123
3,1,2023,Houston Rockets,Memphis Grizzlies,99,113
3,1,2023,Portland Trailblazers,New Orleans Pelicans,110,121
3,1,2023,Milwaukee Bucks,Orlando Magic,139,117
3,1,2023,Miami Heat,Philadelphia 76ers,96,119
3,1,2023,Charlotte Hornets,Phoenix Suns,91,105
3,2,2023,San Antonio Spurs,Indiana Pacers,110,99
3,2,2023,Golden State Warriors,Los Angeles Clippers,115,91
3,2,2023,Dallas Mavericks,Philadelphia 76ers,133,126
3,2,2023,Washington Wizards,Toronto Raptors,119,108
3,3,2023,Boston Celtics,Brooklyn Nets,105,115
3,3,2023,Sacramento Kings,Los Angeles Clippers,128,127
3,3,2023,Denver Nuggets,Memphis Grizzlies,113,97
3,3,2023,Los Angeles Lakers,Minnesota Timberwolves,102,110
3,3,2023,Golden State Warriors,New Orleans Pelicans,108,99
3,3,2023,Miami Heat,New York Knicks,120,122
3,3,2023,Charlotte Hornets,Orlando Magic,106,117
3,3,2023,Chicago Bulls,Phoenix Suns,104,125
3,3,2023,Atlanta Hawks,Portland Trailblazers,129,111
3,3,2023,Oklahoma City Thunder,Utah Jazz,130,103
3,4,2023,Miami Heat,Atlanta Hawks,117,109
3,4,2023,Cleveland Cavaliers,Detroit Pistons,114,90
3,4,2023,San Antonio Spurs,Houston Rockets,110,122
3,4,2023,Sacramento Kings,Minnesota Timberwolves,134,138
3,4,2023,Milwaukee Bucks,Philadelphia 76ers,130,133
3,4,2023,Washington Wizards,Toronto Raptors,109,116
3,5,2023,Brooklyn Nets,Charlotte Hornets,102,86
3,5,2023,Washington Wizards,Milwaukee Bucks,111,117
3,5,2023,Los Angeles Lakers,Golden State Warriors,113,105
3,5,2023,Chicago Bulls,Indiana Pacers,122,125
3,5,2023,Los Angeles Clippers,Memphis Grizzlies,135,129
3,5,2023,Boston Celtics,New York Knicks,129,131
3,5,2023,Dallas Mavericks,Phoenix Suns,126,130
3,5,2023,Orlando Magic,Portland Trailblazers,119,122
3,5,2023,Houston Rockets,San Antonio Spurs,142,110
3,5,2023,Oklahoma City Thunder,Utah Jazz,129,119
3,6,2023,Miami Heat,Atlanta Hawks,130,128
3,6,2023,Cleveland Cavaliers,Boston Celtics,118,114
3,6,2023,Sacramento Kings,New Orleans Pelicans,123,108
3,6,2023,Indiana Pacers,Philadelphia 76ers,143,147
3,6,2023,Detroit Pistons,Portland Trailblazers,104,110
3,6,2023,Denver Nuggets,Toronto Raptors,118,113
3,7,2023,Houston Rockets,Brooklyn Nets,96,118
3,7,2023,New York Knicks,Charlotte Hornets,105,112
3,7,2023,Oklahoma City Thunder,Golden State Warriors,137,128
3,7,2023,Los Angeles Lakers,Memphis Grizzlies,112,103
3,7,2023,Orlando Magic,Milwaukee Bucks,123,134
3,7,2023,Minnesota Timberwolves,Philadelphia 76ers,94,117
3,7,2023,Detroit Pistons,Washington Wizards,117,119
3,7,2023,Dallas Mavericks,Utah Jazz,120,116
3,8,2023,Washington Wizards,Atlanta Hawks,120,122
3,8,2023,Denver Nuggets,Chicago Bulls,96,117
3,8,2023,Miami Heat,Cleveland Cavaliers,100,104
3,8,2023,New Orleans Pelicans,Dallas Mavericks,113,106
3,8,2023,Phoenix Suns,Oklahoma City Thunder,132,101
3,8,2023,Boston Celtics,Portland Trailblazers,115,93
3,8,2023,Los Angeles Clippers,Toronto Raptors,108,100
3,9,2023,Milwaukee Bucks,Brooklyn Nets,118,113
3,9,2023,Detroit Pistons,Charlotte Hornets,103,113
3,9,2023,Memphis Grizzlies,Golden State Warriors,131,110
3,9,2023,Indiana Pacers,Houston Rockets,134,125
3,9,2023,Sacramento Kings,New York Knicks,122,117
3,9,2023,Orlando Magic,Utah Jazz,124,131
3,10,2023,Washington Wizards,Atlanta Hawks,107,114
3,10,2023,Minnesota Timberwolves,Brooklyn Nets,123,124
3,10,2023,Miami Heat,Cleveland Cavaliers,119,115
3,10,2023,San Antonio Spurs,Denver Nuggets,128,120
3,10,2023,Philadelphia 76ers,Portland Trailblazers,120,119
3,10,2023,Los Angeles Lakers,Toronto Raptors,122,112
3,11,2023,Atlanta Hawks,Boston Celtics,125,134
3,11,2023,Houston Rockets,Chicago Bulls,111,119
3,11,2023,Memphis Grizzlies,Dallas Mavericks,112,108
3,11,2023,Detroit Pistons,Indiana Pacers,115,121
3,11,2023,Orlando Magic,Miami Heat,126,114
3,11,2023,Golden State Warriors,Milwaukee Bucks,125,116
3,11,2023,Los Angeles Clippers,New York Knicks,106,95
3,11,2023,New Orleans Pelicans,Oklahoma City Thunder,96,110
3,11,2023,Phoenix Suns,Sacramento Kings,119,128
3,11,2023,Charlotte Hornets,Utah Jazz,111,119
3,12,2023,Denver Nuggets,Brooklyn Nets,120,122
3,12,2023,Charlotte Hornets,Cleveland Cavaliers,108,114
3,12,2023,Los Angeles Lakers,New York Knicks,108,112
3,12,2023,San Antonio Spurs,Oklahoma City Thunder,90,102
3,12,2023,New Orleans Pelicans,Portland Trailblazers,127,110
3,12,2023,Philadelphia 76ers,Washington Wizards,112,93
3,13,2023,Houston Rockets,Boston Celtics,111,109
3,13,2023,Detroit Pistons,Indiana Pacers,117,97
3,13,2023,Dallas Mavericks,Memphis Grizzlies,88,104
3,13,2023,Sacramento Kings,Milwaukee Bucks,124,133
3,13,2023,Atlanta Hawks,Minnesota Timberwolves,115,136
3,13,2023,Golden State Warriors,Phoenix Suns,123,112
3,13,2023,Miami Heat,Utah Jazz,119,115
3,14,2023,Oklahoma City Thunder,Brooklyn Nets,121,107
3,14,2023,Charlotte Hornets,Cleveland Cavaliers,104,120
3,14,2023,Toronto Raptors,Denver Nuggets,125,110
3,14,2023,Washington Wizards,Detroit Pistons,117,97
3,14,2023,New Orleans Pelicans,Los Angeles Lakers,108,123
3,14,2023,Phoenix Suns,Milwaukee Bucks,104,116
3,14,2023,Portland Trailblazers,New York Knicks,107,123
3,14,2023,San Antonio Spurs,Orlando Magic,132,114
3,15,2023,Minnesota Timberwolves,Boston Celtics,102,104
3,15,2023,San Antonio Spurs,Dallas Mavericks,128,137
3,15,2023,Los Angeles Clippers,Golden State Warriors,134,126
3,15,2023,Houston Rockets,Los Angeles Lakers,114,110
3,15,2023,Miami Heat,Memphis Grizzlies,138,119
3,15,2023,Cleveland Cavaliers,Philadelphia 76ers,109,118
3,15,2023,Chicago Bulls,Sacramento Kings,114,117
3,16,2023,Detroit Pistons,Denver Nuggets,100,119
3,16,2023,Milwaukee Bucks,Indiana Pacers,123,139
3,16,2023,Toronto Raptors,Oklahoma City Thunder,128,111
3,16,2023,Phoenix Suns,Orlando Magic,116,113
3,16,2023,Brooklyn Nets,Sacramento Kings,96,101
3,17,2023,Portland Trailblazers,Boston Celtics,112,126
3,17,2023,Los Angeles Lakers,Dallas Mavericks,110,111
3,17,2023,Atlanta Hawks,Golden State Warriors,127,119
3,17,2023,San Antonio Spurs,Memphis Grizzlies,120,126
3,17,2023,Chicago Bulls,Minnesota Timberwolves,139,131
3,17,2023,Houston Rockets,New Orleans Pelicans,114,112
3,17,2023,Charlotte Hornets,Philadelphia 76ers,82,121
3,17,2023,Cleveland Cavaliers,Washington Wizards,117,94
3,18,2023,Utah Jazz,Boston Celtics,118,117
3,18,2023,New York Knicks,Denver Nuggets,116,110
3,18,2023,Memphis Grizzlies,Golden State Warriors,133,119
3,18,2023,Chicago Bulls,Miami Heat,113,99
3,18,2023,Toronto Raptors,Minnesota Timberwolves,122,107
3,18,2023,Los Angeles Clippers,Orlando Magic,108,113
3,18,2023,Indiana Pacers,Philadelphia 76ers,121,141
3,18,2023,Washington Wizards,Sacramento Kings,118,132
3,19,2023,San Antonio Spurs,Atlanta Hawks,126,118
3,19,2023,Brooklyn Nets,Denver Nuggets,102,108
3,19,2023,Portland Trailblazers,Los Angeles Clippers,102,117
3,19,2023,Detroit Pistons,Miami Heat,100,112
3,19,2023,Houston Rockets,New Orleans Pelicans,107,117
3,19,2023,Los Angeles Lakers,Orlando Magic,111,105
3,19,2023,Oklahoma City Thunder,Phoenix Suns,124,120
3,19,2023,Milwaukee Bucks,Toronto Raptors,118,111
3,20,2023,Philadelphia 76ers,Chicago Bulls,105,109
3,20,2023,Memphis Grizzlies,Dallas Mavericks,112,108
3,20,2023,Houston Rockets,Golden State Warriors,108,121
3,20,2023,Charlotte Hornets,Indiana Pacers,115,109
3,20,2023,New York Knicks,Minnesota Timberwolves,134,140
3,20,2023,Utah Jazz,Sacramento Kings,128,120
3,21,2023,Sacramento Kings,Boston Celtics,109,132
3,21,2023,Brooklyn Nets,Cleveland Cavaliers,109,115
3,21,2023,Atlanta Hawks,Detroit Pistons,129,107
3,21,2023,Los Angeles Clippers,Oklahoma City Thunder,100,101
3,21,2023,New Orleans Pelicans,San Antonio Spurs,119,84
3,21,2023,Orlando Magic,Washington Wizards,122,112
3,22,2023,Minnesota Timberwolves,Atlanta Hawks,125,124
3,22,2023,Washington Wizards,Denver Nuggets,104,118
3,22,2023,Dallas Mavericks,Golden State Warriors,125,127
3,22,2023,Memphis Grizzlies,Houston Rockets,130,125
3,22,2023,Toronto Raptors,Indiana Pacers,114,118
3,22,2023,Miami Heat,New York Knicks,127,120
3,22,2023,Chicago Bulls,Philadelphia 76ers,91,116
3,22,2023,Los Angeles Lakers,Phoenix Suns,122,111
3,22,2023,Utah Jazz,Portland Trailblazers,115,127
3,22,2023,Milwaukee Bucks,San Antonio Spurs,130,94
3,23,2023,New Orleans Pelicans,Charlotte Hornets,115,96
3,23,2023,Brooklyn Nets,Cleveland Cavaliers,114,116
3,23,2023,Orlando Magic,New York Knicks,111,106
3,23,2023,Los Angeles Clippers,Oklahoma City Thunder,127,105
3,24,2023,Dallas Mavericks,Charlotte Hornets,109,117
3,24,2023,Portland Trailblazers,Chicago Bulls,96,124
3,24,2023,Toronto Raptors,Detroit Pistons,118,97
3,24,2023,Memphis Grizzlies,Houston Rockets,151,114
3,24,2023,Boston Celtics,Indiana Pacers,120,95
3,24,2023,Utah Jazz,Milwaukee Bucks,116,144
3,24,2023,Los Angeles Lakers,Oklahoma City Thunder,116,111
3,24,2023,Golden State Warriors,Philadelphia 76ers,120,112
3,24,2023,Sacramento Kings,Phoenix Suns,135,127
3,24,2023,Washington Wizards,San Antonio Spurs,136,124
3,25,2023,Miami Heat,Brooklyn Nets,100,129
3,25,2023,Atlanta Hawks,Indiana Pacers,143,130
3,25,2023,Denver Nuggets,Milwaukee Bucks,129,106
3,25,2023,Los Angeles Clippers,New Orleans Pelicans,110,131
3,25,2023,Phoenix Suns,Philadelphia 76ers,125,105
3,25,2023,Sacramento Kings,Utah Jazz,121,113
3,26,2023,Orlando Magic,Brooklyn Nets,119,106
3,26,2023,Los Angeles Lakers,Chicago Bulls,108,118
3,26,2023,Charlotte Hornets,Dallas Mavericks,110,104
3,26,2023,Cleveland Cavaliers,Houston Rockets,108,91
3,26,2023,Atlanta Hawks,Memphis Grizzlies,119,123
3,26,2023,Golden State Warriors,Minnesota Timberwolves,96,99
3,26,2023,Portland Trailblazers,Oklahoma City Thunder,112,118
3,26,2023,Boston Celtics,San Antonio Spurs,137,93
3,26,2023,Toronto Raptors,Washington Wizards,114,104
3,27,2023,Los Angeles Clippers,Chicago Bulls,124,112
3,27,2023,Indiana Pacers,Dallas Mavericks,104,127
3,27,2023,New York Knicks,Houston Rockets,137,115
3,27,2023,Detroit Pistons,Milwaukee Bucks,117,126
3,27,2023,Sacramento Kings,Minnesota Timberwolves,115,119
3,27,2023,Portland Trailblazers,New Orleans Pelicans,90,124
3,27,2023,Denver Nuggets,Philadelphia 76ers,116,111
3,27,2023,Utah Jazz,Phoenix Suns,103,117
3,28,2023,Washington Wizards,Boston Celtics,130,111
3,28,2023,Oklahoma City Thunder,Charlotte Hornets,134,137
3,28,2023,Atlanta Hawks,Cleveland Cavaliers,120,118
3,28,2023,Toronto Raptors,Miami Heat,106,92
3,28,2023,Golden State Warriors,New Orleans Pelicans,120,109
3,28,2023,Memphis Grizzlies,Orlando Magic,113,108
3,29,2023,Philadelphia 76ers,Dallas Mavericks,116,108
3,29,2023,Oklahoma City Thunder,Detroit Pistons,107,106
3,29,2023,Brooklyn Nets,Houston Rockets,123,114
3,29,2023,Memphis Grizzlies,Los Angeles Clippers,132,141
3,29,2023,Chicago Bulls,Los Angeles Lakers,110,121
3,29,2023,New York Knicks,Miami Heat,101,92
3,29,2023,Indiana Pacers,Milwaukee Bucks,136,149
3,29,2023,Phoenix Suns,Minnesota Timberwolves,117,100
3,29,2023,Portland Trailblazers,Sacramento Kings,80,120
3,29,2023,San Antonio Spurs,Utah Jazz,117,128
3,30,2023,Milwaukee Bucks,Boston Celtics,99,140
3,30,2023,Denver Nuggets,New Orleans Pelicans,88,107
3,31,2023,Brooklyn Nets,Atlanta Hawks,124,107
3,31,2023,Charlotte Hornets,Chicago Bulls,91,121
3,31,2023,Phoenix Suns,Denver Nuggets,100,93
3,31,2023,Houston Rockets,Detroit Pistons,121,115
3,31,2023,Memphis Grizzlies,Los Angeles Clippers,108,94
3,31,2023,Minnesota Timberwolves,Los Angeles Lakers,111,123
3,31,2023,Cleveland Cavaliers,New York Knicks,116,130
3,31,2023,Indiana Pacers,Oklahoma City Thunder,121,117
3,31,2023,Washington Wizards,Orlando Magic,109,116
3,31,2023,Golden State Warriors,San Antonio Spurs,130,115
3,31,2023,Portland Trailblazers,Sacramento Kings,114,138
3,31,2023,Philadelphia 76ers,Toronto Raptors,117,110
3,31,2023,Boston Celtics,Utah Jazz,122,114
4,1,2023,Miami Heat,Dallas Mavericks,129,122
4,1,2023,New Orleans Pelicans,Los Angeles Clippers,122,114
4,2,2023,Atlanta Hawks,Dallas Mavericks,132,130
4,2,2023,Orlando Magic,Detroit Pistons,128,102
4,2,2023,Denver Nuggets,Golden State Warriors,112,110
4,2,2023,Cleveland Cavaliers,Indiana Pacers,115,105
4,2,2023,Houston Rockets,Los Angeles Lakers,109,134
4,2,2023,Chicago Bulls,Memphis Grizzlies,128,107
4,2,2023,Milwaukee Bucks,Philadelphia 76ers,117,104
4,2,2023,Oklahoma City Thunder,Phoenix Suns,118,128
4,2,2023,Minnesota Timberwolves,Portland Trailblazers,105,107
4,2,2023,Sacramento Kings,San Antonio Spurs,134,142
4,2,2023,Charlotte Hornets,Toronto Raptors,108,128
4,2,2023,Brooklyn Nets,Utah Jazz,111,110
4,2,2023,New York Knicks,Washington Wizards,118,109
4,4,2023,Chicago Bulls,Atlanta Hawks,105,123
4,4,2023,Philadelphia 76ers,Boston Celtics,103,101
4,4,2023,Orlando Magic,Cleveland Cavaliers,113,117
4,4,2023,Houston Rockets,Denver Nuggets,124,103
4,4,2023,Utah Jazz,Los Angeles Lakers,133,135
4,4,2023,Detroit Pistons,Miami Heat,105,118
4,4,2023,Washington Wizards,Milwaukee Bucks,128,140
4,4,2023,Brooklyn Nets,Minnesota Timberwolves,102,107
4,4,2023,Golden State Warriors,Oklahoma City Thunder,136,125
4,4,2023,Memphis Grizzlies,Portland Trailblazers,119,109
4,4,2023,Phoenix Suns,San Antonio Spurs,115,94
4,4,2023,New Orleans Pelicans,Sacramento Kings,103,121
4,4,2023,Charlotte Hornets,Toronto Raptors,100,120
4,5,2023,Detroit Pistons,Brooklyn Nets,108,123
4,5,2023,Milwaukee Bucks,Chicago Bulls,105,92
4,5,2023,Los Angeles Clippers,Los Angeles Lakers,125,118
4,5,2023,New Orleans Pelicans,Memphis Grizzlies,138,131
4,5,2023,Indiana Pacers,New York Knicks,129,138
4,5,2023,Dallas Mavericks,Sacramento Kings,123,119
4,5,2023,Boston Celtics,Toronto Raptors,97,93
4,5,2023,Atlanta Hawks,Washington Wizards,134,116
4,6,2023,Orlando Magic,Cleveland Cavaliers,94,118
4,6,2023,Phoenix Suns,Denver Nuggets,119,115
4,6,2023,Philadelphia 76ers,Miami Heat,101,129
4,6,2023,Utah Jazz,Oklahoma City Thunder,98,114
4,6,2023,San Antonio Spurs,Portland Trailblazers,129,127
4,7,2023,Dallas Mavericks,Chicago Bulls,112,115
4,7,2023,Indiana Pacers,Detroit Pistons,115,122
4,7,2023,Sacramento Kings,Golden State Warriors,97,119
4,7,2023,Charlotte Hornets,Houston Rockets,109,112
4,7,2023,Milwaukee Bucks,Memphis Grizzlies,114,137
4,7,2023,Washington Wizards,Miami Heat,114,108
4,7,2023,New Orleans Pelicans,New York Knicks,113,105
4,7,2023,Brooklyn Nets,Orlando Magic,101,84
4,7,2023,Atlanta Hawks,Philadelphia 76ers,131,136
4,7,2023,Los Angeles Lakers,Phoenix Suns,121,107
4,7,2023,Boston Celtics,Toronto Raptors,121,102
4,8,2023,Utah Jazz,Denver Nuggets,118,114
4,8,2023,San Antonio Spurs,Minnesota Timberwolves,131,151
4,8,2023,Los Angeles Clippers,Portland Trailblazers,136,125
4,9,2023,Boston Celtics,Atlanta Hawks,120,114
4,9,2023,Cleveland Cavaliers,Charlotte Hornets,95,106
4,9,2023,Chicago Bulls,Detroit Pistons,103,81
4,9,2023,Portland Trailblazers,Golden State Warriors,101,157
4,9,2023,Washington Wizards,Houston Rockets,109,114
4,9,2023,New York Knicks,Indiana Pacers,136,141
4,9,2023,Phoenix Suns,Los Angeles Clippers,114,119
4,9,2023,Oklahoma City Thunder,Memphis Grizzlies,115,100
4,9,2023,Toronto Raptors,Milwaukee Bucks,121,105
4,9,2023,Minnesota Timberwolves,New Orleans Pelicans,113,108
4,9,2023,Miami Heat,Orlando Magic,123,110
4,9,2023,Brooklyn Nets,Philadelphia 76ers,105,134
4,9,2023,Dallas Mavericks,San Antonio Spurs,117,138
4,9,2023,Denver Nuggets,Sacramento Kings,109,95
4,9,2023,Los Angeles Lakers,Utah Jazz,128,117
