season,home_team,away_team,home_score,away_score,location
2018,LIU-Brooklyn,Robert Morris,82,96,1
2018,Idaho St,North Dakota,82,67,1
2018,Weber St,Northern Colorado,71,66,1
2018,Northern Arizona,Southern Utah,54,63,1
2018,Montana St,Portland St,77,80,1
2018,Wright St,WI-Milwaukee,73,74,1
2018,UC-Davis,Cal St-Fullerton,66,68,1
2018,Marshall,Florida Atlantic,79,68,1
2018,Middle Tenn St,North Texas,79,73,1
2018,UAB,Rice,61,56,1
2018,Western Kentucky,Florida Intl,83,76,1
2018,Savannah St,Morgan St,97,94,1
2018,South Carolina St,North Carolina A&T,90,85,1
2018,TX-Southern,Jackson St,86,75,1
2018,Maryland,Northwestern,73,57,1
2018,South Carolina,Florida,41,65,1
2018,South Florida,Temple,55,73,1
2018,St Johns,Marquette,86,78,1
2018,Villanova,Butler,86,75,1
2018,West Virginia,Oklahoma St,85,88,1
2018,St Peters,Iona,77,86,1
2018,VMI,East Tennessee St,56,70,1
2018,Bryant,Mt St Marys,79,77,1
2018,Boston U,Holy Cross,62,73,1
2018,IUPUI,Youngstown St,80,84,1
2018,Army,Navy,59,68,1
2018,North Carolina St,North Carolina,89,96,1
2018,Boston College,Miami-FL,72,70,1
2018,Missouri,Mississippi St,89,85,1
2018,Baylor,Kansas,80,64,1
2018,Iowa St,Oklahoma,88,80,1
2018,TCU,Texas,87,71,1
2018,Indiana St,Loyola-Chicago,71,75,1
2018,SIU-Edwardsville,Murray St,66,75,1
2018,Canisius,Quinnipiac,71,64,1
2018,William & Mary,Delaware,83,66,1
2018,American U,Lehigh,78,80,1
2018,NC-Asheville,Radford,66,64,1
2018,Georgia St,LA-Monroe,82,90,1
2018,Creighton,Xavier,71,72,1
2018,Denver,North Dakota St,66,63,1
2018,Missouri St,Evansville,72,55,1
2018,Chicago St,Seattle,81,91,1
2018,Niagara,Fairfield,95,83,1
2018,Georgia,Auburn,61,78,1
2018,Coastal Carolina,Appalachian St,66,81,1
2018,Notre Dame,Florida St,84,69,1
2018,Nebraska,Rutgers,67,55,1
2018,LSU,Ole Miss,82,66,1
2018,Georgetown,Seton Hall,83,80,1
2018,Providence,DePaul,63,80,1
2018,Drake,Northern Iowa,71,64,1
2018,St Bonaventure,Richmond,97,88,1
2018,Bowling Green,Eastern Michigan,70,63,1
2018,Central Conn St,Sacred Heart,50,67,1
2018,St Francis-NY,St Francis-PA,65,90,1
2018,Coll of Charleston,Drexel,89,67,1
2018,Towson,Northeastern,62,77,1
2018,Harvard,Pennsylvania,76,67,1
2018,Air Force,New Mexico,100,92,1
2018,Colorado St,San Jose St,90,79,1
2018,SC-Upstate,FL-Gulf Coast,71,88,1
2018,NJIT,Stetson,80,84,1
2018,Presbyterian,Charleston Southern,54,64,1
2018,Bethune-Cookman,MD-Eastern Shore,87,67,1
2018,Alabama A&M,Alabama St,50,69,1
2018,South Alabama,Arkansas St,87,67,1
2018,Eastern Illinois,Austin Peay,69,76,1
2018,Furman,Wofford,76,52,1
2018,McNeese St,SE Louisiana,67,74,1
2018,Kennesaw St,Jacksonville,78,54,1
2018,Campbell,Longwood,88,54,1
2018,NC-Greensboro,Western Carolina,65,48,1
2018,Abilene Christian,Incarnate Word,80,69,1
2018,GA-Southern,Louisiana,91,102,1
2018,Lipscomb,North Florida,82,75,1
2018,Southern Miss,Charlotte,72,54,1
2018,TX-Arlington,Texas St,70,68,1
2018,Virginia,Virginia Tech,60,61,1
2018,Alabama,Tennessee,78,50,1
2018,VCU,Dayton,88,84,1
2018,Brown,Columbia,91,88,1
2018,Florida A&M,NC-Central,65,56,1
2018,Hampton,Norfolk St,82,52,1
2018,Alcorn St,Miss Valley St,94,90,1
2018,Prairie View A&M,Grambling St,85,90,1
2018,Southern U,AR-Pine Bluff,70,62,1
2018,Arizona St,UCLA,88,79,1
2018,Stephen F Austin,Northwestern St,97,50,1
2018,Eastern Kentucky,Morehead St,75,73,1
2018,TN-Martin,SE Missouri St,77,81,1
2018,Marist,Rider,79,89,1
2018,Manhattan,Monmouth,93,76,1
2018,NC-Wilmington,Hofstra,90,70,1
2018,Yale,Cornell,74,65,1
2018,Dartmouth,Princeton,72,56,1
2018,Northern Kentucky,Green Bay,86,80,1
2018,High Point,Winthrop,70,82,1
2018,Liberty,Gardner-Webb,77,65,1
2018,Louisiana Tech,Old Dominion,69,82,1
2018,Sam Houston St,Lamar,71,69,1
2018,Samford,Citadel,116,103,1
2018,Texas A&M-CC,New Orleans,53,62,1
2018,Kansas St,Texas Tech,47,66,1
2018,NE-Omaha,IPFW,90,85,1
2018,Oral Roberts,South Dakota St,75,85,1
2018,TX-Rio Grande,Cal St-Bakersfield,68,66,1
2018,Kansas City,Utah Valley St,77,70,1
2018,Jacksonville St,Tennessee St,47,65,1
2018,Nevada,San Diego St,83,58,1
2018,UNLV,Wyoming,85,70,1
2018,IL-Chicago,Cleveland St,78,86,1
2018,UC-Riverside,UC-Irvine,52,62,1
2018,Arkansas,Vanderbilt,72,54,1
2018,Tennessee Tech,Belmont,70,75,1
2018,Montana,Sacramento St,71,69,1
2018,Utah St,Boise St,71,65,1
2018,UTEP,UTSA,59,63,1
2018,Utah,California,77,43,1
2018,St Marys,Gonzaga,65,78,1
2018,Oregon St,Washington,97,94,1
2018,Arizona,USC,81,67,1
2018,Long Beach St,Cal Poly,73,54,1
2018,Hawaii,Cal St-Northridge,71,77,1
2018,Lafayette,Loyola-MD,84,67,1
2018,Pittsburgh,Louisville,60,94,1
2018,Wisconsin,Michigan,72,83,1
2018,Syracuse,Wake Forest,78,70,1
2018,New Hampshire,UMBC,59,68,1
2018,Hartford,Albany,63,69,1
2018,Fairleigh Dickinson,Wagner,76,69,1
2018,Maine,Stony Brook,61,64,1
2018,Vermont,MA-Lowell,81,69,1
2018,Houston,Tulane,73,42,1
2018,Memphis,UCF,64,68,1
2018,SMU,Cincinnati,51,76,1
2018,Colorado,Stanford,64,56,1
2018,Southern Illinois,Bradley,74,57,1
2018,Valparaiso,Illinois St,74,58,1
2018,Georgia Tech,Duke,69,80,1
2018,Illinois,Penn St,52,74,1
2018,Oregon,Washington St,84,57,1
2018,Norfolk St,Delaware St,93,58,1
2018,Savannah St,North Carolina A&T,108,106,1
2018,North Carolina,Notre Dame,83,66,1
2018,NC-Greensboro,East Tennessee St,74,56,1
2018,Canisius,Fairfield,81,63,1
2018,Siena,Iona,82,78,1
2018,Bucknell,Colgate,65,64,1
2018,Bethune-Cookman,NC-Central,99,81,1
2018,Coppin St,Hampton,79,82,1
2018,MD-Eastern Shore,Howard,56,84,1
2018,Samford,Mercer,69,74,1
2018,Florida A&M,Morgan St,48,74,1
2018,Alcorn St,AR-Pine Bluff,84,52,1
2018,TX-Southern,Grambling St,55,78,1
2018,Southern U,Miss Valley St,55,51,1
2018,Prairie View A&M,Jackson St,63,58,1
2018,Texas,Baylor,73,74,1
2018,West Virginia,TCU,82,66,1
2018,Northern Illinois,Central Michigan,72,80,1
2018,Monmouth,St Peters,73,57,1
2018,Butler,Georgetown,83,87,1
2018,Pittsburgh,Boston College,58,81,1
2018,Nebraska,Maryland,70,66,1
2018,Missouri,Texas A&M,62,58,1
2018,Ole Miss,Arkansas,64,75,1
2018,Iowa St,Kansas,77,83,1
2018,La Salle,St Bonaventure,68,79,1
2018,Bowling Green,Western Michigan,83,81,1
2018,Buffalo,Kent St,84,72,1
2018,Toledo,Ohio,82,74,1
2018,Eastern Michigan,Miami-OH,58,57,1
2018,Northern Iowa,Evansville,47,41,1
2018,Rhode Island,Richmond,85,67,1
2018,Miami-FL,Virginia,50,59,1
2018,Minnesota,Michigan St,57,87,1
2018,Rutgers,Northwestern,67,58,1
2018,Tennessee,South Carolina,70,67,1
2018,Alabama,LSU,80,65,1
2018,Texas Tech,Oklahoma,88,78,1
2018,Akron,Ball St,77,90,1
2018,James Madison,NC-Wilmington,62,61,1
2018,Northwestern St,Houston Christian,70,77,1
2018,Nicholls St,Sam Houston St,73,72,1
2018,Loyola-Chicago,Valparaiso,80,71,1
2018,George Mason,Dayton,85,67,1
2018,UMass,George Washington,72,83,1
2018,UCF,South Florida,72,57,1
2018,Michigan,Iowa,74,59,1
2018,Duke,Virginia Tech,74,52,1
2018,Florida St,Clemson,81,79,1
2018,Vanderbilt,Mississippi St,81,80,1
2018,Providence,Villanova,76,71,1
2018,Oklahoma St,Kansas St,72,82,1
2018,IPFW,Western Illinois,90,74,1
2018,VCU,Davidson,63,74,1
2018,Fordham,St Josephs,55,71,1
2018,American U,Boston U,60,56,1
2018,Army,Holy Cross,65,70,1
2018,Bucknell,Loyola-MD,94,53,1
2018,Colgate,Lehigh,78,88,1
2018,Navy,Lafayette,71,69,1
2018,Cleveland St,Detroit Mercy,75,72,1
2018,Youngstown St,Oakland,75,73,1
2018,Tulane,East Carolina,80,82,1
2018,Central Arkansas,McNeese St,72,76,1
2018,SE Louisiana,New Orleans,71,64,1
2018,Texas A&M-CC,Stephen F Austin,68,87,1
2018,Lamar,Incarnate Word,85,62,1
2018,Oral Roberts,South Dakota,67,85,1
2018,Drake,Indiana St,90,76,1
2018,Bradley,Illinois St,70,58,1
2018,Southern Illinois,Missouri St,81,80,1
2018,Indiana,Illinois,78,68,1
2018,Wake Forest,Georgia Tech,79,62,1
2018,Syracuse,North Carolina St,70,74,1
2018,Auburn,Kentucky,76,66,1
2018,Florida,Georgia,69,72,1
2018,SMU,Memphis,67,70,1
2018,DePaul,St Johns,76,77,1
2018,Xavier,Seton Hall,102,90,1
2018,Denver,NE-Omaha,94,78,1
2018,New Mexico,Utah St,78,63,1
2018,UNLV,Air Force,81,73,1
2018,San Jose St,Fresno St,57,77,1
2018,Cal St-Northridge,UC-Riverside,62,69,1
2018,Boise St,Nevada,72,77,1
2018,San Diego St,Wyoming,87,77,1
2018,Pepperdine,BYU,70,75,1
2018,Gonzaga,Loyola Marymount,76,46,1
2018,San Diego,Pacific,55,67,1
2018,Portland,Santa Clara,72,81,1
2018,San Francisco,St Marys,70,63,1
2018,Western Carolina,Wofford,69,84,1
2018,Sacred Heart,Wagner,84,99,1
2018,Portland St,Weber St,86,95,1
2018,Sacramento St,Idaho St,64,67,1
2018,North Dakota,Southern Utah,61,57,1
2018,Northern Colorado,Northern Arizona,95,60,1
2018,Vermont,New Hampshire,71,58,1
2018,Stetson,Lipscomb,73,82,1
2018,Gardner-Webb,Winthrop,71,90,1
2018,Old Dominion,UTSA,100,62,1
2018,Charlotte,UTEP,86,87,1
2018,North Texas,Western Kentucky,94,102,1
2018,Citadel,NC-Greensboro,66,82,1
2018,Wisconsin,Purdue,57,53,1
2018,Wichita St,Temple,93,86,1
2018,UConn,Tulsa,71,73,1
2018,Houston,Cincinnati,67,62,1
2018,Furman,Chattanooga,75,56,1
2018,Mercer,VMI,82,58,1
2018,MA-Lowell,Albany,81,91,1
2018,Binghamton,Stony Brook,69,57,1
2018,Robert Morris,Bryant,83,60,1
2018,St Francis-PA,Central Conn St,77,71,1
2018,Mt St Marys,Fairleigh Dickinson,79,80,1
2018,St Francis-NY,LIU-Brooklyn,84,79,1
2018,Fairfield,Marist,83,79,1
2018,Quinnipiac,Manhattan,71,70,1
2018,Rider,Siena,97,71,1
2018,James Madison,Coll of Charleston,78,81,1
2018,Towson,Delaware,67,65,1
2018,Northeastern,Drexel,75,69,1
2018,NC-Wilmington,Elon,87,63,1
2018,Hofstra,William & Mary,90,84,1
2018,Hartford,Maine,67,63,1
2018,FL-Gulf Coast,Kennesaw St,93,97,1
2018,Jacksonville,NJIT,69,71,1
2018,North Florida,SC-Upstate,109,100,1
2018,Radford,Campbell,72,53,1
2018,Longwood,Charleston Southern,65,77,1
2018,Presbyterian,High Point,69,62,1
2018,NC-Asheville,Liberty,69,82,1
2018,Appalachian St,South Alabama,66,77,1
2018,Coastal Carolina,Troy,65,66,1
2018,SE Missouri St,Eastern Illinois,80,73,1
2018,Penn St,Ohio St,79,56,1
2018,LA-Monroe,TX-Arlington,84,71,1
2018,Kansas City,Chicago St,76,67,1
2018,Belmont,Eastern Kentucky,84,73,1
2018,Murray St,Jacksonville St,68,60,1
2018,TN-Martin,SIU-Edwardsville,69,70,1
2018,Rice,Marshall,80,93,1
2018,Southern Miss,Middle Tenn St,62,72,1
2018,Louisiana,Texas St,73,63,1
2018,Austin Peay,Tennessee Tech,80,86,1
2018,Tennessee St,Morehead St,83,74,1
2018,Washington,Utah,58,70,1
2018,USC,Oregon,72,70,1
2018,Arizona St,Arizona,70,77,1
2018,Utah Valley St,New Mexico St,86,79,1
2018,Louisiana Tech,UAB,73,60,1
2018,Eastern Washington,Montana,74,65,1
2018,Seattle,TX-Rio Grande,85,68,1
2018,Idaho,Montana St,88,78,1
2018,Cal Poly,UC-Davis,84,92,1
2018,Long Beach St,UC-Santa Barbara,70,80,1
2018,Washington St,Colorado,73,69,1
2018,UCLA,Oregon St,75,68,1
2018,UC-Irvine,Hawaii,61,62,1
2018,Columbia,Pennsylvania,62,74,1
2018,Cornell,Princeton,107,101,1
2018,WI-Milwaukee,IUPUI,71,76,1
2018,St Bonaventure,Rhode Island,77,74,1
2018,Iona,Niagara,84,85,1
2018,Monmouth,Canisius,60,78,1
2018,Harvard,Brown,65,58,1
2018,Dartmouth,Yale,65,77,1
2018,Cleveland St,Oakland,66,82,1
2018,Youngstown St,Detroit Mercy,84,94,1
2018,Wright St,Northern Kentucky,69,67,1
2018,GA-Southern,Georgia St,85,80,1
2018,Green Bay,IL-Chicago,75,83,1
2018,Buffalo,Bowling Green,95,82,1
2018,San Diego,BYU,75,62,1
2018,Gonzaga,Pepperdine,81,67,1
2018,San Francisco,Loyola Marymount,72,63,1
2018,Pacific,Santa Clara,68,72,1
2018,Portland,St Marys,61,73,1
2018,Chattanooga,Wofford,64,74,1
2018,Western Carolina,East Tennessee St,61,72,1
2018,Davidson,UMass,83,78,1
2018,Dayton,Fordham,80,70,1
2018,St Josephs,Duquesne,82,75,1
2018,George Washington,VCU,80,56,1
2018,Richmond,St Louis,66,72,1
2018,Northern Illinois,Western Michigan,75,67,1
2018,Kent St,Akron,78,68,1
2018,Robert Morris,Central Conn St,58,65,1
2018,Sacred Heart,Mt St Marys,69,74,1
2018,Austin Peay,Jacksonville St,60,57,1
2018,North Dakota,Northern Arizona,86,81,1
2018,Northern Colorado,Southern Utah,97,80,1
2018,Portland St,Idaho St,91,77,1
2018,Columbia,Princeton,85,60,1
2018,Old Dominion,UTEP,82,33,1
2018,Charlotte,UTSA,89,97,1
2018,UCF,SMU,52,37,1
2018,Miami-FL,Syracuse,55,62,1
2018,Georgia Tech,Virginia Tech,56,76,1
2018,Butler,Providence,69,54,1
2018,Oklahoma,Texas,66,77,1
2018,Lehigh,Army,84,53,1
2018,Boston U,Navy,48,62,1
2018,Holy Cross,Bucknell,67,68,1
2018,Citadel,VMI,71,75,1
2018,Kansas St,Iowa St,78,66,1
2018,St Francis-PA,Bryant,89,56,1
2018,Fairfield,Quinnipiac,102,98,1
2018,Northwestern,Michigan St,60,65,1
2018,Iowa,Indiana,82,84,1
2018,LSU,Missouri,64,63,1
2018,Kentucky,Alabama,81,71,1
2018,Samford,Furman,79,94,1
2018,Indiana St,Southern Illinois,72,76,1
2018,La Salle,George Mason,69,62,1
2018,Ball St,Toledo,99,71,1
2018,Towson,James Madison,66,69,1
2018,Boise St,Air Force,76,52,1
2018,Lafayette,American U,90,85,1
2018,Florida Atlantic,Florida Intl,77,72,1
2018,Tulane,Memphis,63,68,1
2018,South Dakota St,Western Illinois,82,62,1
2018,North Dakota St,IPFW,72,84,1
2018,LA-Monroe,Texas St,79,71,1
2018,South Carolina,Auburn,84,75,1
2018,Ohio,Miami-OH,92,87,1
2018,Appalachian St,Troy,65,54,1
2018,Coastal Carolina,South Alabama,72,70,1
2018,Boston College,Notre Dame,67,84,1
2018,Wake Forest,North Carolina St,84,90,1
2018,Arkansas,Texas A&M,94,75,1
2018,Vanderbilt,Florida,71,68,1
2018,Mercer,NC-Greensboro,77,74,1
2018,Central Arkansas,Nicholls St,83,87,1
2018,Incarnate Word,Stephen F Austin,70,81,1
2018,Seattle,New Mexico St,73,63,1
2018,St Francis-NY,Fairleigh Dickinson,87,74,1
2018,Wagner,LIU-Brooklyn,78,74,1
2018,Hofstra,Drexel,88,76,1
2018,Northeastern,William & Mary,69,67,1
2018,San Diego St,UNLV,94,56,1
2018,Wyoming,San Jose St,89,75,1
2018,Stetson,Kennesaw St,86,74,1
2018,Coppin St,Bethune-Cookman,85,89,1
2018,Delaware St,Florida A&M,63,66,1
2018,North Carolina A&T,Howard,83,69,1
2018,NC-Central,MD-Eastern Shore,77,49,1
2018,Xavier,Villanova,79,95,1
2018,South Dakota,NE-Omaha,79,64,1
2018,Central Michigan,Eastern Michigan,67,72,1
2018,UC-Santa Barbara,UC-Davis,54,71,1
2018,Southern Miss,UAB,69,87,1
2018,Miss Valley St,TX-Southern,71,72,1
2018,Eastern Washington,Montana St,84,79,1
2018,New Orleans,McNeese St,90,74,1
2018,SE Missouri St,SIU-Edwardsville,79,74,1
2018,Lamar,Texas A&M-CC,79,76,1
2018,Georgia,Tennessee,73,62,1
2018,SE Louisiana,Abilene Christian,68,54,1
2018,Kansas,West Virginia,77,69,1
2018,Illinois St,Northern Iowa,79,75,1
2018,Utah St,Nevada,87,93,1
2018,Jacksonville,SC-Upstate,82,70,1
2018,North Texas,Marshall,72,74,1
2018,Alabama St,Southern U,67,71,1
2018,Hampton,South Carolina St,79,66,1
2018,Belmont,Morehead St,108,65,1
2018,Cornell,Pennsylvania,71,79,1
2018,Norfolk St,Savannah St,85,77,1
2018,Alabama A&M,Alcorn St,60,80,1
2018,Grambling St,Jackson St,71,64,1
2018,TN-Martin,Eastern Illinois,57,64,1
2018,Marist,St Peters,69,51,1
2018,NC-Wilmington,Coll of Charleston,74,88,1
2018,Delaware,Elon,72,57,1
2018,Dartmouth,Brown,66,63,1
2018,Fresno St,Colorado St,86,65,1
2018,FL-Gulf Coast,Lipscomb,87,90,1
2018,North Florida,NJIT,86,75,1
2018,Louisiana Tech,Middle Tenn St,70,87,1
2018,Baylor,Texas Tech,59,57,1
2018,Louisville,North Carolina,76,93,1
2018,Maryland,Rutgers,61,51,1
2018,Washington,Colorado,82,59,1
2018,Houston Christian,Sam Houston St,78,86,1
2018,TCU,Oklahoma St,90,70,1
2018,Valparaiso,Bradley,77,64,1
2018,Arkansas St,AR-Little Rock,78,82,1
2018,Louisiana,TX-Arlington,100,79,1
2018,Murray St,Tennessee Tech,75,65,1
2018,Rice,Western Kentucky,66,85,1
2018,AR-Pine Bluff,Prairie View A&M,71,76,1
2018,Mississippi St,Ole Miss,79,62,1
2018,Tennessee St,Eastern Kentucky,59,72,1
2018,Utah Valley St,TX-Rio Grande,84,72,1
2018,Cal St-Fullerton,Cal St-Northridge,88,70,1
2018,Harvard,Yale,64,49,1
2018,Washington St,Utah,70,77,1
2018,Creighton,Marquette,86,90,1
2018,Cal St-Bakersfield,Grand Canyon,71,58,1
2018,Idaho,Montana,79,77,1
2018,Sacramento St,Weber St,73,83,1
2018,Cal Poly,UC-Irvine,58,75,1
2018,UCLA,Oregon,86,78,1
2018,UC-Riverside,Hawaii,69,74,1
2018,USC,Oregon St,72,59,1
2018,Stony Brook,New Hampshire,72,63,1
2018,High Point,Gardner-Webb,66,65,1
2018,Winthrop,Longwood,79,64,1
2018,Clemson,Duke,57,66,1
2018,Michigan,Ohio St,74,62,1
2018,Seton Hall,DePaul,82,77,1
2018,UMBC,Albany,68,60,1
2018,MA-Lowell,Binghamton,74,69,1
2018,Siena,Monmouth,89,93,1
2018,Manhattan,Niagara,82,72,1
2018,Rider,Canisius,83,82,1
2018,Vermont,Hartford,68,69,1
2018,Loyola-MD,Colgate,47,68,1
2018,Campbell,Liberty,79,69,1
2018,East Carolina,UConn,80,84,1
2018,Tulsa,South Florida,73,61,1
2018,Denver,Oral Roberts,66,65,1
2018,Radford,Presbyterian,74,68,1
2018,Illinois,Nebraska,72,66,1
2018,Cincinnati,Wichita St,72,76,1
2018,Temple,Houston,59,80,1
2018,Evansville,Loyola-Chicago,66,76,1
2018,Missouri St,Drake,63,67,1
2018,Charleston Southern,NC-Asheville,80,85,1
2018,Florida St,Pittsburgh,88,75,1
2018,Purdue,Penn St,76,73,1
2018,California,Stanford,73,77,1
2018,Alabama A&M,Southern U,50,60,1
2018,AR-Pine Bluff,TX-Southern,62,61,1
2018,Alabama St,Alcorn St,82,62,1
2018,Notre Dame,Miami-FL,74,77,1
2018,Northwestern,Maryland,64,71,1
2018,IUPUI,Oakland,74,67,1
2018,NC-Central,Howard,83,66,1
2018,Hampton,Savannah St,114,102,1
2018,Wright St,Cleveland St,72,63,1
2018,Northern Kentucky,Youngstown St,70,51,1
2018,Morgan St,Bethune-Cookman,95,96,1
2018,Delaware St,Coppin St,69,51,1
2018,North Carolina A&T,MD-Eastern Shore,78,69,1
2018,IL-Chicago,Detroit Mercy,94,87,1
2018,Norfolk St,South Carolina St,76,62,1
2018,Miss Valley St,Prairie View A&M,76,71,1
2018,Wisconsin,Minnesota,73,63,1
2018,Kansas,Oklahoma,104,74,1
2018,Western Michigan,Central Michigan,83,81,1
2018,North Carolina St,Boston College,82,66,1
2018,Michigan St,Illinois,81,61,1
2018,Ohio St,Rutgers,79,52,1
2018,Texas A&M,Mississippi St,81,93,1
2018,Butler,Creighton,93,70,1
2018,Wofford,NC-Greensboro,66,76,1
2018,Furman,VMI,76,54,1
2018,East Tennessee St,Citadel,82,84,1
2018,Mercer,Western Carolina,81,64,1
2018,Baylor,West Virginia,60,71,1
2018,La Salle,Rhode Island,93,95,1
2018,Bowling Green,Akron,79,81,1
2018,Ohio,Kent St,88,76,1
2018,Eastern Michigan,Toledo,85,79,1
2018,Ball St,Northern Illinois,77,68,1
2018,Miami-OH,Buffalo,84,81,1
2018,Nebraska,Indiana,66,57,1
2018,Missouri,Ole Miss,87,90,1
2018,Arkansas,Kentucky,72,87,1
2018,LSU,Vanderbilt,88,78,1
2018,Valparaiso,Northern Iowa,63,68,1
2018,Dayton,St Louis,53,50,1
2018,Wyoming,New Mexico,114,119,1
2018,Illinois St,Drake,89,81,1
2018,Davidson,Fordham,76,52,1
2018,St Bonaventure,Duquesne,73,67,1
2018,St Josephs,George Mason,76,79,1
2018,George Washington,Richmond,103,77,1
2018,UMass,VCU,78,82,1
2018,UMBC,Stony Brook,57,64,1
2018,Colgate,Army,87,83,1
2018,South Carolina,Georgia,66,57,1
2018,Georgetown,Xavier,77,89,1
2018,Virginia,Georgia Tech,65,54,1
2018,Virginia Tech,Clemson,65,58,1
2018,Syracuse,North Carolina,74,78,1
2018,Penn St,Michigan,63,72,1
2018,East Carolina,SMU,58,77,1
2018,Oklahoma St,Texas Tech,79,71,1
2018,Indiana St,Evansville,58,53,1
2018,Vermont,Binghamton,75,54,1
2018,Siena,Fairfield,69,70,1
2018,Niagara,Canisius,88,95,1
2018,Hartford,New Hampshire,65,56,1
2018,MA-Lowell,Maine,88,76,1
2018,Holy Cross,American U,70,64,1
2018,Boston U,Lafayette,81,65,1
2018,Bucknell,Navy,85,61,1
2018,Loyola-MD,Lehigh,74,80,1
2018,Wichita St,Tulane,93,86,1
2018,Sam Houston St,New Orleans,57,54,1
2018,McNeese St,Nicholls St,79,96,1
2018,Stephen F Austin,Central Arkansas,97,62,1
2018,Houston Christian,Lamar,73,87,1
2018,Incarnate Word,Northwestern St,54,66,1
2018,Iowa St,TCU,83,89,1
2018,Missouri St,Bradley,78,82,1
2018,Southern Illinois,Loyola-Chicago,56,75,1
2018,Auburn,Alabama,90,71,1
2018,Marquette,St Johns,85,73,1
2018,Villanova,DePaul,93,62,1
2018,Duke,Louisville,82,56,1
2018,Pittsburgh,Wake Forest,57,63,1
2018,Minnesota,Iowa,86,82,1
2018,Tennessee,Florida,62,57,1
2018,Tulsa,UCF,70,61,1
2018,Kansas St,Texas,58,48,1
2018,Colorado St,Boise St,54,87,1
2018,Air Force,San Diego St,56,67,1
2018,UNLV,Fresno St,64,77,1
2018,Nevada,San Jose St,80,67,1
2018,Colorado,USC,64,75,1
2018,UC-Riverside,Cal St-Fullerton,69,65,1
2018,Santa Clara,Loyola Marymount,64,65,1
2018,Pacific,San Francisco,74,84,1
2018,St Marys,Pepperdine,75,61,1
2018,Troy,Louisiana,76,81,1
2018,New Mexico St,Chicago St,78,67,1
2018,Central Conn St,Wagner,62,64,1
2018,Southern Utah,Portland St,91,96,1
2018,William & Mary,NC-Wilmington,96,83,1
2018,UTSA,Southern Miss,64,56,1
2018,Western Kentucky,Charlotte,93,55,1
2018,Marshall,Old Dominion,79,84,1
2018,Fairleigh Dickinson,St Francis-PA,82,90,1
2018,Northwestern,Wisconsin,64,70,1
2018,Illinois,Purdue,86,93,1
2018,Cincinnati,UConn,77,52,1
2018,Bryant,Sacred Heart,84,94,1
2018,LIU-Brooklyn,St Francis-NY,81,76,1
2018,Mt St Marys,Robert Morris,72,53,1
2018,Monmouth,Rider,91,77,1
2018,Coll of Charleston,Elon,79,58,1
2018,Drexel,Delaware,85,83,1
2018,James Madison,Hofstra,61,77,1
2018,Northeastern,Towson,80,75,1
2018,Stetson,FL-Gulf Coast,60,76,1
2018,Jacksonville,North Florida,86,81,1
2018,SC-Upstate,NJIT,67,76,1
2018,Detroit Mercy,WI-Milwaukee,49,72,1
2018,Oakland,Green Bay,90,96,1
2018,Presbyterian,Gardner-Webb,63,78,1
2018,High Point,Longwood,75,56,1
2018,Liberty,Radford,50,63,1
2018,NC-Asheville,Winthrop,89,75,1
2018,Florida Atlantic,Rice,76,79,1
2018,Morehead St,TN-Martin,70,53,1
2018,Lipscomb,Kennesaw St,83,74,1
2018,Charleston Southern,Campbell,72,68,1
2018,South Dakota St,South Dakota,76,72,1
2018,Western Illinois,North Dakota St,82,74,1
2018,NE-Omaha,Oral Roberts,75,83,1
2018,AR-Little Rock,Coastal Carolina,60,65,1
2018,TX-Arlington,GA-Southern,83,63,1
2018,TX-Rio Grande,Kansas City,59,83,1
2018,SIU-Edwardsville,Austin Peay,82,86,1
2018,Jacksonville St,Belmont,78,67,1
2018,Eastern Kentucky,SE Missouri St,91,88,1
2018,South Alabama,LA-Monroe,62,66,1
2018,Arkansas St,Appalachian St,82,79,1
2018,Texas St,Georgia St,50,77,1
2018,Eastern Illinois,Murray St,66,76,1
2018,Tennessee Tech,Tennessee St,69,64,1
2018,Northern Arizona,Sacramento St,58,53,1
2018,San Diego,Gonzaga,72,77,1
2018,Memphis,Houston,91,85,1
2018,Oregon St,Arizona,65,75,1
2018,Stanford,Washington,94,78,1
2018,Utah,UCLA,84,78,1
2018,Grand Canyon,Seattle,76,64,1
2018,Idaho St,Idaho,86,83,1
2018,Weber St,Eastern Washington,70,75,1
2018,UTEP,Louisiana Tech,74,72,1
2018,Cal St-Bakersfield,Utah Valley St,47,70,1
2018,Cal Poly,Cal St-Northridge,90,86,1
2018,UC-Irvine,UC-Santa Barbara,69,49,1
2018,Portland,BYU,60,72,1
2018,California,Washington St,76,78,1
2018,Oregon,Arizona St,75,68,1
2018,Florida Intl,North Texas,69,68,1
2018,Hawaii,Long Beach St,74,63,1
2018,Providence,Seton Hall,77,89,1
2018,Abilene Christian,Texas A&M-CC,67,76,1
2018,Ball St,Western Michigan,80,87,1
2018,Iona,Manhattan,88,75,1
2018,Pennsylvania,Dartmouth,74,46,1
2018,IUPUI,Wright St,66,56,1
2018,Citadel,Mercer,70,83,1
2018,East Tennessee St,Wofford,71,75,1
2018,Western Carolina,Furman,55,78,1
2018,NC-Greensboro,Chattanooga,72,51,1
2018,VMI,Samford,82,89,1
2018,Rhode Island,Dayton,81,56,1
2018,Niagara,Marist,100,76,1
2018,Quinnipiac,St Peters,43,52,1
